Location,Description,Bedrooms,Bathrooms,Living Rooms,Kitchen,Price,Water,Electricity,Garden,Pool
"Limuru, Kenya","Details on Eden View Heights - 4br. all en suite villas with self-contained Dsq


Eden View Heights is a community of exquisite 4br all En suite Townhouses with self-contained Dsq.
Located in the serene environment of Limuru along Nazareth Road are these 6 luxurious units in a gated and secure community.

Each unit is built on an 1/8 of an acre piece of land and has a plinth area of 450 sqm, the townhouses boast of spacious sunken lounge, separate dining area and spacio...read more",4,6,1,?,"ksh 33,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","A well designed 4 bedroom apartment for sale at Krishna Pride located on General Mathenge, with close access to Lower Kabete and nearby malls. The unit available is on the 5th floor of the middle block with a lot of natural light coming in from all around.

Apartment:

Open plan living/dining area leading to a lovely balcony.
A fitted kitchen with a microwave, oven, a 5 burner cooker, a cooker hood, and dishwasher all from Silverline (European brand).
A pantry
Utility ...read more",4,3,1,?,"ksh 29,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
RUNDA,"For Sale 6 bedrooms mansion in Runda water, it has a detached servant quarter, this mansion is sitting on half. very secure ,enough parking space and adequate water supply. this mansion is 75% complete. all bedrooms are ensuite. 

Ksh60,000,000
Call/whatsap 0718 634 203 https://t.co/TCkV6riKVQread more",6,5,2,?,"ksh 60,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
RUNDA,"For sale: Mansion, Runda.
5 bedrooms, all ensuite+ dsq- runda estate.
set with a lovely garden, a sprawling space to host your family and friends and sitting on 1/2 acre land, this beautiful mansion is a perfect place to call home.
features:
main bedroom with en-suite bathroom, balcony and walk-in closet.
bathroom with bath and tiled floors.
dining room with wooden floors.
family/tv room with wooden floors.
kitchen with tiled floors, granite tops and centre island.
l...read more",5,5,2,?,"ksh 90,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kilimani, Nairobi, Kenya","The spectacular Silvestone Kilimani is a brand new development in Nairobi’s upmarket Kilimani area comprising a total of 146 private apartments divided across 14 floors, along with 3 pent suites on the terrace floor.These will be serviced by 3 lifts, in addition to 2 basements with ample parking. Once complete, the development will provide a vast range of highly-specified one and two bedroomed apartments.These will be ideal investment properties, owing to the highly urbanis...read more",2,2,1,?,"ksh 11,000,000",✅,✅,NO Garden,✅ Swimming Pool
"Karen, Nairobi, Kenya","This characterful property comprises a main house of 3 bedrooms and 2 detached guest cottages and is located a blissfully quiet and tranquil area of Karen in the leafy suburbs of Nairobi. Sitting on the veranda and admiring the view of the Ngong Hills is one of the properties many, many attractions. The property was built in 1997 and sits on 1.25 acres, it is owned on a residential freehold title. The plot is flat with red soil throughout and is blessed with beautiful mature ...read more",5,5,1,?,"ksh 120,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Parklands, Nairobi, Kenya","A 3 bedroom apartment conveniently located between 1st and 2nd Parklands in Batu Batu Gardens with very close access to MP Shah, Avenue Hospital, Diamond Plaza Forest road, and Limuru road.

General Layout:

Grilled door leading to the main entrance to the apartment.
Open plan living/dining area with a small balcony overlooking surrounding greenery.
Open plan kitchen with an adjacent pantry.
Utility area with provision for a washing machine.
3 bedrooms, master ensuite...read more",3,2,1,?,"ksh 16,500,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","Minah heights is a beautiful apartment that hosts  Studios, One bedroom, Two bedroom, and 3 bedroom apartments. Located along Sports Road, Westlands.

The 3 bedroom, in particular, is very spacious and uniquely designed.

The kitchen comes with a spacious pantry, beautiful and very spacious kitchen cabinets with very crisp and clean kitchen toppings. The apartment has a DSQ and laundry area.

All The bedrooms are en-suite. The master en-suite has a very unique design to...read more",3,,1,?,"ksh 27,000,000",✅,✅,NO Garden,✅ Swimming Pool
"Nyari, Nairobi, Kenya","5 Bedroom House, Nyari
NYARI 5 Bedrooms + Study/office.
Features;
1 Guest House.
3 Living Rooms,
Dining room, Large fully fitted Kitchen with an Island,
Large Master with walk-in closets ,
Master bath with Shower,
Office/Study ,
Large Balcony overlooking the beautiful Mature Garden with lots of Tress ,
2 Car Garage.
NB: Build by An Italian All Mahogany and Mvuli wood. Spanish Tiles. (Some of the Italian Furniture comes with the house)
Viewing on appointment
Type ...read more",5,3,3,?,"ksh 98,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Karen, Nairobi, Kenya","The Paddocks are a newly built gated community situated on Three D Lane that are designed to cater for the demands of a modern family yet with architecture that promotes a sense of peace and homeliness. Their location on Three D Lane offers privacy yet with easy access to surrounding facilities.

The Paddocks consist of 10 homes each set on 0.5 acres, on a total 4.8 acres. The houses have attractive rustic stone exteriors and contemporary internal finishings and fittings.
...read more",5,5,1,?,"ksh 99,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Karen, Nairobi, Kenya","This idyllic home is situated in a prime location in a private and serene setting. Set on approx 2.5 acres with a mature garden and a spacious guest house this is an enviable family home.

This family property boasts ample living and entertaining space with the main house spread over 2 floors. The ground floor comprises a large dining room, an impressive living room with a fireplace, a family room with a fireplace, a study, visitor's cloakroom and a lovely kitchen with a pa...read more",5,5,1,?,"ksh 204,693,404",✅,✅,✅ A Garden ,NO Swimming Pool
"Lavington, Nairobi, Kenya","Exuding old world charm everything about this house is on a grand scale, even though it's hard to tell from the outside, as it's tucked into the leafy surroundings in Lavington.

Built on 3 levels this 6 bedroom mansion is sure to impress, if you need a house to suit your lifestyle, give this one a chance.

Finishes include wooden flooring throughout the house including the central stairway and high wood work ceilings in the living areas.

The large living room can seat...read more",6,5,1,?,"ksh 230,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Ngong Road, Nairobi, Kenya","Newly built 5 bedroom all en-suite homes in a gated community, each on 0.5 acre private gardens. At Ksh 70m you will not see a better quality house in a gated community, great finished and quality throughout.

GROUND FLOOR
Split level open plan living / dining room with fireplace.
2 sets of double doors out onto a covered veranda
Spacious kitchen with fitted appliances.
Guest bedroom with en-suite with shower.
Staff quarters for 2

First Floor:
Master bedroom with e...read more",5,6,1,?,"ksh 70,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Karen, Nairobi, Kenya","Nestled at the end of Windy Ridge / Pepo Lane are 2 charming homes for sale on a gently sloping plot of nearly 2 acres. Both properties enjoy captivating forested views of Mwitu Estate and the Mbagathi River, replete with a private dam. These beautiful homes exude a rustic charm with all the modern conveniences of today.

Main House comprises:
• 4 double bedrooms, each with en-suite bathroom
• Spacious kitchen with island unit and family dining area / breakfast room
...read more",7,7,1,?,"ksh 140,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kitisuru, Nairobi, Kenya","Kitisuru Located in one of the most prolific and prime suburbs of Nairobi at Kitisuru Terraces is this 6 bedroom Townhouse all en-suite with DSQ. The modern townhouse boasts a spacious lounge with fireplace and dining area leading to a covered terrace opening to rear garden and barbeque area, fully fitted kitchen with inbuilt high and low level cabinets, a relaxing family/ TV Lounge, 2 en suite bedrooms and large master bedroom with an additional fireplace. The master bathroo...read more",6,8,1,?,"ksh 55,950,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Nyali, Mombasa, Kenya","PARKLANE APARTMENTS

These are 4,400sqf luxuriously and spacious four bedroom all en suite plus Dsq duplexes basking within a treed natural environ in a serene secluded part of Nyali in Mombasa. It offers a spectacular peak of the Indian  Ocean.

The well architectured and beautiful duplex has a classy signature touch in its finishing from the interior to the exteriors fitted with imported modern fittings. The area is well secured with having the Nyali police a stone thro...read more",4,5,1,?,"ksh 42,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kilimani, Nairobi, Kenya","Modern and sophisticated, this amazing one-bedroom apartment is located in the well sought-out development called The Residences along General Mathenge Rd.

A great place to come back to after a hard day’s work, this apartment is a combination of style and comfort having been very well furnished with all the necessary kitchen/utility equipment, cozy sofas, comfortable bedding etc.

The compound features a lovely swimming pool, a well-equipped gym and beautiful landscapi...read more",1,1,1,?,"ksh 15,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kitisuru, Nairobi, Kenya","About this property
“A house is made with walls and beams; a home is built with love and dreams.”

~Ralph Waldo Emerson.

Centrally Located:

      Though nestled around the modernity of Nairobi’ s malls, hospitals, hotels and schools, The Meadows remains exclusively and deceptively remote – a perfect blend of two worlds that are within reach.
A Piece Of The Countryside:

      Own your very own piece of the countryside feel at The Meadows, located in the le...read more",5,5,1,?,"ksh 135,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Runda, Nairobi, Kenya","Set on an expansive aesthetically beautiful compound is this 4-bedroom house. Located in the tranquil of Runda. This 2-leveled home has the following features:
– Spacious living room with a brick fitted fireplace, the floors are wooden complete with large windows for maximum natural light.
– All rooms are fitted with classic lighting fixtures.
– Dining area is roomy with a kitchen passthrough window
– A craftsman’s style kitchen with ample storage space, fitted ...read more",4,4,1,?,"ksh 90,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
